A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15
1,-0.06225058394709243,-0.4663703482674806,2,13,8,0.21180916881552533,0,0,-0.6638211189161308,1,1,1.1196057376603086,-0.6542432045357714,0
1,0.5148854170507432,-0.13832416124095095,2,8,5,1.549629213511149,1,0,-0.6638211189161308,1,1,0.7045359122865643,-0.6542432045357714,0
1,-0.45470306462562077,-0.6763199079644595,2,9,4,-0.8219608657220021,0,0,-0.6638211189161308,0,2,-0.5406735638346686,-0.6542432045357714,0
0,-0.14393752562678624,-0.8676801837299352,2,9,4,-0.7611508636903828,0,0,-0.6638211189161308,1,2,0.8428925207444791,-0.6542432045357714,0
0,-0.7432710651245386,-0.611804157849242,2,5,3,-0.8827708677536213,0,1,-0.2936905556416821,0,2,0.15110947845490524,-0.5135310535538391,0
1,-1.2538144506226239,-0.35702161925863735,2,4,4,-0.8633116671035032,0,0,-0.6638211189161308,1,2,-0.1256037384609243,-0.5480453547380867,0
1,-0.18833260262661974,2.2214214107698855,2,6,4,1.569088414161267,1,1,1.1868316974561126,1,2,-0.07026109507775839,-0.6542432045357714,1
0,-0.2478220058063968,-0.2389249919290867,2,3,5,-0.6395308596271443,1,0,-0.6638211189161308,1,2,-0.049507603809071175,-0.6542432045357714,0
1,0.2849189181916053,-1.0131139933116966,2,8,4,-0.8827708677536213,0,0,-0.6638211189161308,0,3,0.04042419168857342,-0.6542432045357714,0
1,-0.7059792004446783,-0.8851759803713501,2,8,8,-0.8414200663721202,1,0,-0.6638211189161308,0,2,0.012752869996990466,-0.6542432045357714,0
1,-0.5656907571252046,1.4472324093872757,2,8,4,0.33342917287876384,1,1,2.1121581056422345,0,2,0.15110947845490524,1.97083489515075,1
0,-1.1206292196231233,0.6271169418209516,2,11,4,0.4355899762918842,1,1,1.1868316974561126,0,2,0.04042419168857342,1.97083489515075,1
1,-1.2689087768025675,-0.9584396288072751,2,11,4,-0.7198000623088817,0,1,0.8167011341816639,0,2,-0.1256037384609243,-0.6330036345762345,0
0,-1.3576989308022345,-0.9398503448757717,2,1,1,-0.8827708677536213,0,1,-0.2936905556416821,0,2,-0.1256037384609243,-0.3197199776730643,0
1,0.13752726255215836,-0.4663703482674806,2,6,4,-0.031430839310951704,0,1,0.0764400076327666,1,2,2.641528430697371,-0.6542432045357714,0
0,-0.9803407763036497,1.1738605868651677,2,8,8,-0.39629085150066723,1,1,0.8167011341816639,0,2,-0.8865650849794555,1.97083489515075,1
0,-0.8542587576241224,-0.6303934417807454,1,5,3,-0.8827708677536213,0,0,-0.6638211189161308,0,2,-0.1256037384609243,-0.6542432045357714,0
1,0.1597248010520751,-0.7856686369733028,2,12,8,2.1893504348837833,1,0,-0.6638211189161308,1,2,-0.09793241676934135,1.97083489515075,1
0,-0.5363900063053146,-0.5571297933448205,2,8,8,0.45504917694200236,1,0,-0.6638211189161308,1,2,1.2579623461182234,-0.6515882582908293,0
0,-0.5878882956251213,-0.35702161925863735,2,11,8,0.009919962070549375,1,1,2.1121581056422345,0,2,-1.2324566061242423,0.6732299179352887,1
1,-0.04804415930714601,-1.0131139933116966,2,9,4,-0.27467084743742876,1,1,-0.2936905556416821,0,2,0.1649451393006967,-0.6542432045357714,1
1,-0.9430489116237893,0.09896258070823882,1,5,4,-0.7416916630402646,0,0,-0.6638211189161308,0,2,-0.2639603469188391,-0.16573309546642132,0
0,0.7954623036896906,0.7638028530820056,1,4,4,-0.8025016650718839,0,1,0.0764400076327666,0,2,0.04042419168857342,-0.6064541721268133,0
1,-0.1732382764466762,-0.7397421707895886,2,8,8,-0.7611508636903828,0,1,0.0764400076327666,1,2,1.534675563034053,-0.36750901008202247,0
1,0.8478484945494945,-0.9037652643028534,1,7,4,-0.6395308596271443,0,0,-0.6638211189161308,1,2,-0.33313865114779645,-0.6542432045357714,0
0,-0.16613506412670298,-0.9125131626235609,2,4,4,-0.6200716589770261,1,1,0.8167011341816639,0,2,1.396318954576138,0.6732299179352887,1
1,2.0465155735449994,-0.9037652643028534,1,4,8,1.0436899966080768,1,0,-0.6638211189161308,0,2,0.012752869996990466,0.17940991637605433,1
1,0.23342062887179857,0.1897220257855787,1,8,4,-0.15305084337419023,0,0,-0.6638211189161308,1,2,-0.8173867807504981,-0.6542432045357714,0
1,-0.5656907571252046,1.6112555029005404,2,4,4,0.21180916881552533,1,1,0.0764400076327666,1,2,-0.4023169553767538,-0.6409684733110609,0
0,-0.42540231380573085,-0.45762244994677315,1,1,1,-0.8827708677536213,0,0,-0.6638211189161308,1,2,0.012752869996990466,-0.49494642983924425,0
0,0.15173368719210478,-0.0016382499798969264,2,11,8,-0.09224084134257096,1,1,0.0764400076327666,0,2,-1.2324566061242423,-0.6542432045357714,1
1,0.20411987805190862,-0.5396339967034055,2,8,4,-0.15305084337419023,0,0,-0.6638211189161308,0,3,-0.4023169553767538,-0.6542432045357714,0
1,0.42609526305107615,0.1897220257855787,2,3,5,1.549629213511149,0,0,-0.6638211189161308,0,2,0.22028778268386262,1.1697048657394653,0
1,-1.054036604123373,-0.9496917304865676,2,4,4,-0.7416916630402646,0,0,-0.6638211189161308,0,2,0.7045359122865643,0.31215722862316037,0
1,-0.6393865849449281,-0.8217537175462211,2,11,4,1.3671992074162913,1,1,0.0764400076327666,1,2,2.3648152137815415,1.97083489515075,1
0,-0.07734491012703597,0.40841948380326515,2,8,5,1.063149197258195,1,1,1.92709282400501,1,2,-1.2324566061242423,1.97083489515075,1
1,-1.0096415271235397,0.5177682128121084,2,8,4,-0.6395308596271443,0,0,-0.6638211189161308,0,2,-1.2324566061242423,-0.6542432045357714,0
1,-0.5363900063053146,-0.8862694676614385,2,8,4,-0.7416916630402646,1,1,1.92709282400501,1,2,-0.5683448855262515,1.97083489515075,1
1,-0.15903185180672977,0.025698932272313877,2,7,4,0.09018916475228682,0,1,-0.2936905556416821,1,2,1.949745388407797,-0.4737068598797073,0
1,1.0476263410487452,-0.5210447127719022,2,3,5,-0.5179108555639058,1,0,-0.6638211189161308,0,2,2.641528430697371,-0.6542432045357714,0
1,-0.23272767962645324,-0.758331454721092,2,4,4,-0.6395308596271443,1,0,-0.6638211189161308,0,1,0.7045359122865643,-0.6542432045357714,0
1,0.017660554652607758,-0.35702161925863735,1,3,5,2.1893504348837833,0,0,-0.6638211189161308,0,2,-1.2324566061242423,-0.6515882582908293,0
1,-0.9874439886236229,1.1651126885444603,2,10,2,-0.8827708677536213,1,0,-0.6638211189161308,0,2,-1.2324566061242423,-0.6542432045357714,1
1,1.2101123228681356,0.8458143998386379,2,13,8,2.1893504348837833,1,1,-0.2936905556416821,1,2,-0.6236875289094175,1.97083489515075,1
0,-0.7583653913044821,-0.5122968144511947,2,11,8,0.2312683694656435,1,1,1.92709282400501,1,2,-0.2639603469188391,1.97083489515075,1
0,-0.9501521239437626,-0.35702161925863735,2,11,4,-0.8025016650718839,1,1,0.4465705709072153,0,2,-0.5406735638346686,-0.6383135270661188,1
1,-0.31441462130614706,-0.6850678062851671,2,9,4,0.21180916881552533,0,1,-0.2936905556416821,1,2,-0.5406735638346686,-0.6462783658009451,0
1,0.8478484945494945,-0.5210447127719022,1,14,8,2.1893504348837833,1,0,-0.6638211189161308,1,2,-0.014918451694592487,-0.6542432045357714,0
1,2.2240958815443332,2.5994946413179605,1,8,4,2.1893504348837833,1,1,2.1121581056422345,0,2,-1.2324566061242423,-0.6144190108616396,1
0,2.565383035980552,-0.9770289127387783,2,1,1,-0.8827708677536213,1,1,-0.2936905556416821,0,2,0.37248005198756884,-0.38874858004155943,1
0,-0.7947693544443453,1.4472324093872757,1,14,8,-0.5179108555639058,1,1,0.8167011341816639,0,2,-1.2324566061242423,0.19799454009064918,1
0,-0.6251801603049816,-0.4663703482674806,1,3,5,1.306389205384672,0,0,-0.6638211189161308,0,2,0.15110947845490524,0.5564122831578354,0
0,2.565383035980552,0.2990707547944219,2,1,1,-0.8827708677536213,0,0,-0.6638211189161308,0,1,-1.2324566061242423,-0.6542432045357714,0
1,0.3737090721912723,-0.8490908997984319,2,4,4,-0.15305084337419023,0,0,-0.6638211189161308,1,2,0.3655622215646731,-0.6542432045357714,0
1,1.5057835356870268,1.6112555029005404,2,7,4,2.1893504348837833,1,0,-0.6638211189161308,0,1,-0.4714952596057112,-0.6542432045357714,1
0,-0.2922170828062303,2.2673478769536,1,10,9,-0.8827708677536213,1,0,-0.6638211189161308,0,2,-1.2324566061242423,1.97083489515075,1
1,0.33730510905140915,-0.4663703482674806,2,4,4,1.306389205384672,1,1,1.92709282400501,0,2,-0.19478204268988167,1.97083489515075,1
1,1.6096680158666372,0.6457062257524548,2,3,5,2.1893504348837833,1,1,2.1121581056422345,1,2,-1.2324566061242423,1.97083489515075,1
1,2.565383035980552,0.1897220257855787,2,8,4,-0.6200716589770261,1,0,-0.6638211189161308,0,2,-1.2324566061242423,0.24843851874454947,0
1,-0.18833260262661974,1.8299529609182268,2,2,8,-0.6395308596271443,0,0,-0.6638211189161308,0,2,0.3448087302959859,-0.6542432045357714,0
0,-1.2831152014425138,-0.9037652643028534,2,3,4,-0.8025016650718839,0,1,1.5569622607305613,1,2,0.42782269537073475,-0.5613200859627973,0
0,-1.3648021431222077,-0.9770289127387783,2,6,4,-0.39629085150066723,0,1,0.0764400076327666,1,2,0.9812491292023938,-0.6515882582908293,0
1,2.549067845183114,2.1579991479447567,2,1,1,2.1893504348837833,1,1,2.1121581056422345,1,2,-1.2324566061242423,1.97083489515075,1
1,-0.2993202951262035,-0.5757190772763238,2,4,8,1.1434183999399323,1,1,0.0764400076327666,1,2,0.019670700419886205,-0.6542432045357714,1
1,0.8993467838693012,-0.6763199079644595,2,3,5,0.819909189131718,0,0,-0.6638211189161308,0,2,0.26179476522123707,-0.6542432045357714,1
1,-0.6473776988048984,0.9551631288474812,2,6,4,-0.7611508636903828,0,0,-0.6638211189161308,1,2,-1.2324566061242423,-0.6542432045357714,0
1,-0.610085834125038,1.903216609354152,1,6,4,-0.8633116671035032,0,0,-0.6638211189161308,1,2,-0.4023169553767538,0.6068562618117357,0
1,0.30001324437154886,2.2673478769536,2,12,7,1.7320592196060067,1,1,2.1121581056422345,1,2,-1.2324566061242423,-0.29848040771352735,1
1,0.20411987805190862,-0.7397421707895886,2,9,4,-0.3160216488189298,0,0,-0.6638211189161308,0,2,-0.4023169553767538,-0.6542432045357714,0
0,0.8398573806895241,1.1738605868651677,2,11,8,-0.031430839310951704,1,0,-0.6638211189161308,0,2,-1.031839523860266,1.5679468024807832,1
1,-0.9723496624436794,-0.611804157849242,2,8,4,0.21180916881552533,1,1,-0.2936905556416821,0,2,-0.5406735638346686,-0.2560012677944534,1
1,0.5441861678706331,-0.7670793530417994,1,2,4,-0.15305084337419023,0,0,-0.6638211189161308,1,2,1.7491283061438208,-0.6542432045357714,1
1,1.5208778618669703,-0.08364979673652934,2,7,4,-0.8219608657220021,1,0,-0.6638211189161308,1,2,0.3240552390272987,-0.6542432045357714,1
1,-0.7432710651245386,-0.8490908997984319,2,7,4,-0.6395308596271443,0,0,-0.6638211189161308,1,1,0.9812491292023938,-0.6542432045357714,0
1,0.3222107828714656,-0.275010072502005,2,8,8,2.1893504348837833,0,0,-0.6638211189161308,1,2,-1.2324566061242423,-0.6542432045357714,0
1,-1.3355013923023178,-0.411695983763059,2,6,4,-0.5592616569454069,0,1,-0.2936905556416821,0,2,-0.6790301722925833,-0.598489333391987,0
1,-0.7725718159444286,1.2832093158740108,2,11,8,-0.23332004605592765,1,0,-0.6638211189161308,0,2,-0.5406735638346686,-0.6542432045357714,1
0,-0.8542587576241224,1.5565811383961188,2,8,4,-0.7611508636903828,0,0,-0.6638211189161308,1,2,0.012752869996990466,-0.6542432045357714,0
0,-0.5585875448052313,-0.45762244994677315,1,6,4,-0.7611508636903828,1,0,-0.6638211189161308,1,2,1.3271406503471808,-0.6542432045357714,1
1,0.44030168769102257,-0.5483818950241129,1,9,4,-0.8414200663721202,1,1,-0.2936905556416821,0,2,-0.8865650849794555,1.97083489515075,1
0,-0.2478220058063968,-0.19299852574537255,2,8,4,-0.7611508636903828,0,1,-0.2936905556416821,1,2,-0.9557433892084128,-0.24538148281468494,0
1,-0.8169668929442621,1.6385926851527512,2,8,4,0.7396399864499805,0,1,0.0764400076327666,1,2,0.012752869996990466,-0.19493750416078465,0
1,0.24851495505174212,-0.6763199079644595,2,13,4,-0.13359164272407203,1,1,-0.2936905556416821,1,2,2.3648152137815415,1.97083489515075,1
1,0.3222107828714656,-0.4663703482674806,2,3,4,-0.39629085150066723,0,0,-0.6638211189161308,1,2,0.22028778268386262,-0.6542432045357714,0
1,-0.2478220058063968,-0.22033570799758334,2,6,4,-0.7611508636903828,0,0,-0.6638211189161308,1,2,-0.5406735638346686,-0.6542432045357714,0
0,-1.083337354943263,0.17113274185407537,2,3,8,-0.7416916630402646,0,0,-0.6638211189161308,0,2,-0.6790301722925833,0.6307507780162148,0
1,-0.7210735266246219,-0.7944165352940102,2,8,4,-0.4765600541824047,1,0,-0.6638211189161308,0,1,0.8428925207444791,-0.6542432045357714,1
1,-1.3204070661223741,-0.9857768110594859,2,8,4,-0.8025016650718839,0,0,-0.6638211189161308,0,2,-0.319302990302005,-0.6542432045357714,0
0,-1.0025383148035665,-0.9857768110594859,2,11,4,-0.39629085150066723,0,1,-0.2936905556416821,0,2,0.42782269537073475,1.384755511579777,1
1,-0.8027604683043157,1.392558044882854,2,9,4,0.09018916475228682,1,1,-0.2936905556416821,0,2,-0.6790301722925833,0.08383185155813799,1
1,0.23342062887179857,0.09896258070823882,1,3,5,-0.3549400501191662,0,0,-0.6638211189161308,1,2,2.0881019968657117,-0.6542432045357714,0
0,2.282697383184113,-0.9398503448757717,2,3,5,-0.39629085150066723,1,0,-0.6638211189161308,1,2,0.5108366604454836,1.97083489515075,0
1,-1.342604604622291,-0.8305016158669285,2,7,4,-0.8414200663721202,1,0,-0.6638211189161308,0,1,0.15110947845490524,-0.6542432045357714,0
1,0.12953614869218802,-0.4663703482674806,2,13,8,0.45504917694200236,1,1,1.5569622607305613,0,2,-0.1256037384609243,1.97083489515075,1
1,1.4986803233670536,2.5994946413179605,2,9,4,-0.031430839310951704,1,1,0.4465705709072153,0,2,-0.4023169553767538,-0.6170739571065817,1
1,0.24851495505174212,-0.411695983763059,2,3,5,0.33342917287876384,0,0,-0.6638211189161308,1,2,0.37248005198756884,-0.1232539555473474,0
1,-1.1579210843029837,-0.748490069110296,1,10,2,-0.8827708677536213,0,0,-0.6638211189161308,0,2,-0.5406735638346686,-0.6542432045357714,0
1,1.1435197073683854,-0.9037652643028534,2,7,4,2.1893504348837833,1,0,-0.6638211189161308,0,1,1.534675563034053,-0.6542432045357714,0
1,0.6702681865501604,-0.6303934417807454,2,4,4,-0.6395308596271443,0,0,-0.6638211189161308,1,2,0.8428925207444791,-0.6489333120458872,0
1,0.01854845619260425,-0.8490908997984319,1,6,4,0.819909189131718,0,0,-0.6638211189161308,1,2,0.9812491292023938,-0.6542432045357714,0
1,-0.5585875448052313,-0.6391413401014528,2,14,4,-0.07278164069245278,1,1,-0.2936905556416821,1,2,1.5000864109195742,-0.6011442796369291,1
1,2.565383035980552,1.392558044882854,2,10,9,2.1893504348837833,1,1,1.92709282400501,1,2,-1.0802643368205362,-0.6542432045357714,1
1,0.8842524576893577,-1.0131139933116966,2,8,5,2.1893504348837833,1,0,-0.6638211189161308,0,2,-1.2324566061242423,-0.6542432045357714,1
1,-0.010752294627285714,-0.7670793530417994,2,1,1,-0.8827708677536213,0,1,-0.2936905556416821,0,2,-0.5683448855262515,-0.6037992258818712,0
0,0.47759355237088286,0.016951033951606412,2,1,1,-0.8827708677536213,0,0,-0.6638211189161308,0,2,-0.1256037384609243,-0.6542432045357714,0
1,0.0851410716923545,0.6271169418209516,2,10,5,-0.11170004199268914,1,0,-0.6638211189161308,1,1,1.6730321714919676,-0.6542432045357714,0
0,0.04873710855249134,-0.3296844370064266,2,1,1,0.5961283816553591,0,1,0.0764400076327666,1,2,0.15110947845490524,-0.643623419556003,0
1,-0.5807850833051481,-0.411695983763059,2,8,4,0.21180916881552533,1,1,1.5569622607305613,0,2,0.04042419168857342,0.9387245424295008,1
1,-0.8391644314441788,-0.895017365982146,1,14,4,-0.8633116671035032,1,1,-0.2936905556416821,1,2,2.641528430697371,-0.49760137608418636,1
1,0.25561816737171533,-0.35702161925863735,2,13,8,2.1893504348837833,1,0,-0.6638211189161308,1,2,-1.2324566061242423,-0.6542432045357714,1
1,1.8165490746858612,-0.35702161925863735,1,1,1,-0.15305084337419023,0,0,-0.6638211189161308,0,2,0.012752869996990466,-0.643623419556003,0
0,0.017660554652607758,-0.6850678062851671,2,1,1,-0.8827708677536213,0,1,0.0764400076327666,1,2,0.15110947845490524,-0.37547384881684887,0
1,0.6258731095503269,-0.8589322854092277,2,8,4,-0.7003408616587635,0,1,0.0764400076327666,0,2,0.3240552390272987,0.6732299179352887,0
1,0.6924657250500772,-0.6391413401014528,2,14,4,-0.8219608657220021,1,1,1.1868316974561126,1,2,2.0881019968657117,-0.6542432045357714,1
1,-1.1721275089429302,-0.4751182465881881,2,8,7,-0.4157500521507854,0,1,0.0764400076327666,1,2,-0.1256037384609243,0.9042102412452532,0
1,0.6773713988701336,0.08037329677673548,2,13,4,0.819909189131718,1,1,2.1121581056422345,1,2,-1.2324566061242423,-0.6542432045357714,1
1,-1.0096415271235397,1.40239943049365,2,8,4,0.09018916475228682,0,0,-0.6638211189161308,1,2,-0.291631668610422,-0.6542432045357714,0
1,0.1224329363722148,-0.5024554288403988,2,2,8,1.9144892257008645,0,0,-0.6638211189161308,1,2,0.7875498773613131,-0.6542432045357714,0
1,-1.135723545803067,0.23564849196929283,2,2,4,-0.6200716589770261,0,0,-0.6638211189161308,0,2,-0.4023169553767538,-0.6542432045357714,0
0,-1.3798964693021512,0.6544541240731624,2,11,4,-0.8219608657220021,0,1,-0.2936905556416821,1,2,-1.2324566061242423,-0.2294518053450322,0
1,0.7066721496900236,0.2717335725422111,2,13,8,2.1893504348837833,1,1,2.1121581056422345,1,2,1.527757732611157,-0.6542432045357714,1
0,-1.0469333918033998,-0.8676801837299352,2,9,4,-0.07278164069245278,0,0,-0.6638211189161308,0,2,0.28946608691282,-0.6409684733110609,0
1,-0.8915506223039826,1.2832093158740108,2,8,4,0.5766691810052409,1,0,-0.6638211189161308,1,2,-1.2324566061242423,-0.6542432045357714,1
0,-0.7725718159444286,-0.8490908997984319,2,8,4,0.09018916475228682,0,1,0.0764400076327666,1,2,0.15110947845490524,0.391805615971424,0
1,-0.5062013539454275,-0.30234725475421576,2,8,8,0.2312683694656435,0,1,-0.2936905556416821,1,2,1.6453608498003847,-0.598489333391987,0
1,-0.9137481608038994,1.192449870796671,1,10,8,-0.27467084743742876,0,0,-0.6638211189161308,0,2,0.5661793038286496,-0.6542432045357714,0
0,1.5652729388668039,-0.6850678062851671,2,5,3,-0.8827708677536213,1,0,-0.6638211189161308,1,2,-0.5406735638346686,-0.5825596559223343,0
1,-0.9501521239437626,0.14379555960186455,2,11,4,-0.7003408616587635,1,1,-0.2936905556416821,0,2,-0.1256037384609243,-0.6542432045357714,0
0,-1.0389422779434296,-0.9671875271279825,2,11,8,-0.7416916630402646,1,1,2.1121581056422345,0,2,-0.6790301722925833,-0.39140352628650155,1
1,-0.8471555453041492,-0.9584396288072751,2,2,8,-0.5592616569454069,1,0,-0.6638211189161308,1,2,-1.2324566061242423,-0.6542432045357714,1
1,-0.40320477530581406,-0.895017365982146,2,4,1,-0.8827708677536213,0,0,-0.6638211189161308,0,2,-0.5406735638346686,-0.6542432045357714,0
0,0.6400795341902733,0.08037329677673548,2,13,4,2.1893504348837833,1,0,-0.6638211189161308,1,2,2.641528430697371,-0.6542432045357714,0
0,1.661166305186444,1.729352130230091,2,6,4,0.2312683694656435,1,1,0.4465705709072153,1,2,-0.15327506015250725,-0.6542432045357714,1
0,-1.3869996816221244,-0.9311024465550642,2,8,4,-0.39629085150066723,0,0,-0.6638211189161308,0,2,-0.4023169553767538,-0.6064541721268133,0
0,-0.610085834125038,1.7752785964138054,2,8,5,1.4280092094479104,1,1,0.0764400076327666,0,2,-0.7274549852528536,0.52455292821853,1
1,-0.9208513731238727,0.034446830593021345,1,9,4,0.21180916881552533,1,1,-0.2936905556416821,1,2,-0.6790301722925833,0.14224066894686466,1
1,-0.8249580068042324,1.392558044882854,2,13,4,-0.5592616569454069,1,0,-0.6638211189161308,0,2,-0.5406735638346686,-0.6542432045357714,1
1,2.0607219981849454,1.0459225739248208,2,1,1,2.1893504348837833,1,1,2.1121581056422345,1,2,-1.0249216934373702,0.14224066894686466,1
1,-1.1801186228029004,0.1897220257855787,2,4,4,-0.6395308596271443,1,0,-0.6638211189161308,0,2,-0.6790301722925833,-0.6542432045357714,1
1,0.4704903400509097,-0.04756471616361107,1,4,4,-0.7611508636903828,1,1,2.1121581056422345,1,2,0.9812491292023938,-0.6542432045357714,1
1,0.6036755710504101,1.2011977691173785,2,14,4,0.33342917287876384,1,1,1.5569622607305613,0,2,2.3648152137815415,-0.13387374052711587,1
1,-0.8471555453041492,-0.6763199079644595,2,4,4,-0.8414200663721202,0,0,-0.6638211189161308,1,2,1.2302910244266403,-0.6542432045357714,0
0,1.8245401885458317,0.40841948380326515,2,3,5,0.6180199823867419,0,0,-0.6638211189161308,1,2,-0.7274549852528536,-0.6542432045357714,0
1,-0.8169668929442621,-0.5210447127719022,2,3,4,-0.8219608657220021,0,0,-0.6638211189161308,0,2,-0.1256037384609243,-0.6276937420863503,0
1,1.8689352655456652,-0.6850678062851671,2,2,4,0.9415291931949564,0,0,-0.6638211189161308,1,2,-1.2324566061242423,0.27498798119397067,0
0,2.565383035980552,0.08037329677673548,2,6,4,1.063149197258195,1,1,0.8167011341816639,0,2,-1.2324566061242423,-0.39140352628650155,1
1,-0.994547200943596,0.2170592080377895,2,9,4,-0.05089003996106988,1,0,-0.6638211189161308,0,1,-0.4023169553767538,-0.6542432045357714,1
1,-0.7210735266246219,-0.13832416124095095,2,8,5,-0.7611508636903828,1,0,-0.6638211189161308,1,2,-0.1256037384609243,-0.6542432045357714,1
1,0.42609526305107615,-0.9212610609442684,1,9,4,-0.7416916630402646,0,0,-0.6638211189161308,1,2,0.9051529945505407,-0.6489333120458872,0
0,0.9659393993690515,-0.6303934417807454,1,8,4,-0.8827708677536213,0,0,-0.6638211189161308,1,2,-0.19478204268988167,-0.6515882582908293,0
1,-0.6917727758047318,-0.8305016158669285,2,3,8,-0.8414200663721202,0,0,-0.6638211189161308,1,2,0.28946608691282,-0.6409684733110609,0
0,0.4110009368711326,-0.7944165352940102,2,8,4,0.09018916475228682,1,1,2.1121581056422345,0,2,-1.2324566061242423,0.5564122831578354,1
1,0.7288696881899404,0.08037329677673548,2,1,1,-0.8827708677536213,0,1,0.0764400076327666,0,2,-1.1148534889350148,-0.6515882582908293,0
0,-1.11352600730315,-0.04756471616361107,1,8,8,0.5766691810052409,1,0,-0.6638211189161308,0,2,0.42782269537073475,-0.6542432045357714,1
1,-0.36591291062595377,-0.8764280820506426,2,6,4,-0.6614224603585271,1,0,-0.6638211189161308,1,2,0.15110947845490524,-0.6542432045357714,0
1,0.09313218555232484,-0.35702161925863735,2,2,4,-0.8025016650718839,0,0,-0.6638211189161308,1,2,-0.4023169553767538,-0.6542432045357714,0
1,-1.0611398164433463,-0.6850678062851671,1,13,4,0.09018916475228682,1,0,-0.6638211189161308,1,2,-0.5406735638346686,-0.6011442796369291,0
0,-0.7805629298043989,1.3378836803784324,2,11,4,-0.6808816610086453,1,1,1.1868316974561126,1,2,-1.2324566061242423,0.832526692631816,1
1,0.7590583405498275,0.34499722097813607,2,11,4,-0.8633116671035032,1,1,-0.2936905556416821,0,2,0.15110947845490524,0.14224066894686466,1
1,-0.7725718159444286,-0.9770289127387783,2,8,3,0.21180916881552533,0,0,-0.6638211189161308,1,1,-1.2324566061242423,-0.6542432045357714,1
0,-0.7059792004446783,-0.8403430014777243,1,11,4,-0.15305084337419023,1,1,0.0764400076327666,1,2,-0.6790301722925833,0.4077352934410767,1
0,-0.12173998712686948,0.14379555960186455,2,10,2,0.21180916881552533,1,1,1.1868316974561126,1,2,-0.5475913942575643,0.6732299179352887,1
0,0.7954623036896906,0.635864840141659,1,11,8,2.1893504348837833,1,1,2.1121581056422345,0,2,-1.2324566061242423,1.97083489515075,1
0,0.47759355237088286,0.10771047902894629,2,10,4,1.549629213511149,1,0,-0.6638211189161308,1,2,-1.2324566061242423,1.97083489515075,1
1,-0.03294983312720247,-0.5571297933448205,2,8,4,-0.8414200663721202,0,0,-0.6638211189161308,0,2,0.8428925207444791,-0.6542432045357714,0
0,-0.550596430945261,-0.38435880151084817,2,14,8,-0.4571008535322865,1,0,-0.6638211189161308,0,2,1.2579623461182234,-0.6542432045357714,1
1,-0.3508185844460102,1.7206042319093837,2,6,5,-0.7611508636903828,0,0,-0.6638211189161308,1,2,2.641528430697371,-0.6542432045357714,0
1,0.017660554652607758,-0.13832416124095095,2,14,4,1.549629213511149,1,1,0.4465705709072153,1,2,0.7737142165155216,1.97083489515075,1
1,0.24052384119177178,0.40841948380326515,2,6,4,-0.8219608657220021,1,0,-0.6638211189161308,1,2,1.8321422712185695,-0.6542432045357714,0
1,-0.8249580068042324,-0.5024554288403988,2,4,4,-0.5179108555639058,0,0,-0.6638211189161308,0,2,0.012752869996990466,-0.6542432045357714,0
1,-0.025846620807229256,-0.338432335327134,2,8,4,0.33342917287876384,0,1,0.0764400076327666,1,2,-0.1256037384609243,-0.5453904084931446,0
1,0.017660554652607758,-0.9037652643028534,2,8,5,-0.4765600541824047,1,0,-0.6638211189161308,1,1,0.9812491292023938,-0.6542432045357714,0
1,-1.3648021431222077,-0.3296844370064266,2,9,4,-0.8414200663721202,0,1,-0.2936905556416821,0,2,-1.2324566061242423,-0.6383135270661188,0
1,-0.36591291062595377,-0.6489827257122488,2,13,8,1.59098001489265,1,1,2.1121581056422345,0,2,1.527757732611157,1.541397340031362,1
1,-0.550596430945261,-0.35702161925863735,2,8,4,-0.27467084743742876,0,1,-0.2936905556416821,0,2,-1.2324566061242423,-0.5958343871470448,0
1,2.565383035980552,0.1897220257855787,2,10,9,2.1893504348837833,1,1,-0.2936905556416821,1,2,-1.2324566061242423,-0.6542432045357714,1
0,-1.11352600730315,1.0645118578563244,2,9,4,-0.09224084134257096,1,1,1.5569622607305613,1,2,-0.9557433892084128,0.9387245424295008,1
0,-0.36591291062595377,-0.9496917304865676,2,7,8,-0.8219608657220021,0,1,-0.2936905556416821,1,2,0.6491932689033983,-0.36750901008202247,0
0,-1.0469333918033998,-0.8676801837299352,1,8,4,-0.39629085150066723,0,1,-0.2936905556416821,0,2,2.641528430697371,-0.6489333120458872,0
1,-0.05514737162711922,-0.6664785223536637,2,2,4,-0.5981800582456432,0,0,-0.6638211189161308,1,1,-1.2324566061242423,-0.6542432045357714,0
0,1.6762606313663875,-0.8305016158669285,2,6,4,-0.6395308596271443,0,0,-0.6638211189161308,1,2,0.42782269537073475,-0.3436144938775434,0
1,-0.025846620807229256,-0.6850678062851671,1,9,4,-0.8633116671035032,0,0,-0.6638211189161308,0,1,-0.1256037384609243,-0.6542432045357714,0
1,1.7943515361859446,2.2673478769536,2,8,4,2.1893504348837833,1,1,2.1121581056422345,0,2,-1.2324566061242423,-0.6542432045357714,1
0,0.4624992261909393,-0.9496917304865676,2,1,1,-0.8827708677536213,0,1,2.1121581056422345,0,2,0.15110947845490524,-0.6064541721268133,0
1,0.19612876419193828,-0.411695983763059,2,7,4,1.1847692013214335,1,1,1.5569622607305613,0,2,0.17878080014648817,-0.6542432045357714,1
